huml,humw,ulnal,ulnaw,feml,femw,tibl,tibw,tarl,tarw,type
38.64,2.67,37.26,2.31,15.42,1.6,35.76,1.57,23.26,1.5,SW
32.77,2.24,32.04,2.08,14.67,1.53,33.59,1.47,21.09,1.39,SW
34.68,2.18,35.41,2.01,14.65,1.47,37.77,1.59,25.75,1.43,SW
86.53,4.83,83.61,4.0,39.2,3.46,83.56,3.94,46.34,3.06,SW
83.75,4.73,81.89,4.3,38.46,3.54,79.4,3.4,44.61,3.12,SW
36.8,2.76,34.72,2.55,18.1,1.89,42.8,1.78,25.83,1.61,SW
30.41,2.84,29.02,2.64,20.96,2.47,58.19,2.68,35.05,2.82,SW
23.97,2.22,21.05,2.12,16.46,1.98,45.66,1.88,31.93,2.13,SW
300.3,12.78,300.3,8.95,84.35,8.83,178.3,9.91,99.31,7.85,SW
250.3,11.58,247.8,7.8,69.34,6.5,156.3,7.49,83.66,6.43,SW
420.3,18.14,422.3,12.02,110.84,10.29,237.3,11.33,128.65,9.23,SW
250.3,12.21,252.3,8.61,73.34,7.67,160.3,8.77,82.76,7.34,SW
310.3,14.7,315.3,9.81,89.07,8.4,180.3,9.75,96.43,7.99,SW
29.28,3.04,36.67,2.59,28.71,2.79,51.19,2.49,32.37,2.33,SW
24.41,2.63,28.35,2.19,22.38,2.35,40.43,1.98,24.03,2.07,SW
22.93,2.78,27.54,2.33,21.34,2.32,37.99,2.12,22.21,2.02,SW
175.3,9.42,201.3,7.54,55.51,6.38,74.68,5.73,39.92,8.17,SW
69.42,4.65,65.77,3.95,36.7,3.11,67.8,2.93,33.46,2.53,SW
143.3,7.24,144.16,5.77,47.98,4.74,108.4,5.61,63.34,4.12,SW
154.6,7.76,154.96,6.39,51.38,5.57,113.05,5.66,65.46,4.37,SW
90.79,5.0,97.32,4.41,30.27,2.83,59.13,2.97,34.62,3.05,SW
100.58,5.9,109.74,5.18,38.24,3.24,72.82,3.69,40.73,3.19,SW
72.47,4.24,74.69,3.86,24.59,2.13,50.94,2.62,28.7,2.5,SW
103.44,6.22,103.95,5.08,39.1,3.71,75.84,3.77,43.19,3.42,SW
107.71,5.99,110.8,5.62,40.92,3.45,82.16,4.01,44.92,3.25,SW
68.36,4.06,69.91,3.5,25.31,2.35,51.38,2.88,27.49,2.3,SW
66.01,4.11,68.94,3.66,24.85,2.27,49.24,2.24,28.4,2.55,SW
67.36,3.84,68.28,3.54,25.12,2.07,52.18,2.16,30.41,1.93,SW
67.89,4.03,68.85,3.49,24.76,2.19,50.36,2.66,27.51,2.07,SW
100.57,6.05,108.25,5.16,35.8,3.33,69.84,3.51,40.13,3.58,SW
68.8,4.07,71.45,3.64,25.16,2.25,51.74,2.4,30.43,2.67,SW
68.45,4.14,72.61,3.72,24.53,2.2,50.56,2.43,29.46,2.35,SW
108.06,5.01,110.51,4.42,36.45,3.41,76.48,4.07,49.91,3.65,SW
110.0,4.95,110.17,4.34,35.46,3.55,77.1,3.86,47.57,3.28,SW
100.99,5.1,101.58,4.43,36.66,3.66,85.92,4.5,52.84,3.33,SW
161.3,8.52,181.3,7.02,50.13,5.66,69.34,5.48,37.61,7.74,SW
100.38,5.37,101.11,4.34,37.45,4.07,87.85,4.26,53.21,3.12,SW
76.25,5.72,66.46,4.46,31.01,3.4,79.24,3.86,45.12,2.52,SW
106.53,7.12,104.32,5.37,40.36,5.26,105.64,5.29,57.57,3.5,SW
105.49,7.4,97.15,5.73,37.91,4.73,102.34,5.2,55.08,3.13,SW
76.79,5.66,69.36,4.32,30.37,3.33,72.71,4.01,43.41,2.38,SW
65.96,4.09,61.36,3.65,25.25,2.74,64.06,3.02,40.49,2.19,SW
99.03,6.78,91.99,5.61,35.64,4.32,92.66,4.76,50.83,2.99,SW
108.14,4.32,70.51,3.59,26.82,2.27,52.71,2.86,31.01,2.2,SW
76.24,5.55,80.96,4.56,31.24,3.15,68.53,3.27,37.68,2.77,SW
81.27,5.55,86.94,4.29,32.77,3.06,70.58,3.34,39.38,2.68,SW
81.0,5.53,86.26,4.55,33.1,3.28,70.87,3.18,40.07,2.68,SW
89.78,5.06,92.7,4.39,28.99,2.88,58.1,2.99,32.24,2.96,SW
89.3,5.1,94.2,4.26,32.27,3.07,62.96,3.03,36.79,3.53,SW
124.23,5.71,100.07,5.52,34.24,5.13,144.7,6.82,65.62,2.98,SW
89.89,5.41,98.32,4.76,30.26,2.85,58.39,3.09,34.7,3.24,SW
70.34,5.04,61.56,4.27,28.42,3.28,71.41,3.74,40.53,2.21,SW
171.3,8.69,187.3,6.98,58.97,7.0,87.87,6.64,50.74,8.71,SW
80.78,6.68,72.01,4.88,41.81,3.7,5.5,4.03,38.7,3.84,SW
182.3,9.44,196.3,7.71,60.78,7.06,91.3,6.85,57.54,8.53,SW
164.7,11.15,155.7,8.38,79.95,7.55,142.7,7.95,86.31,6.33,SW
144.7,10.12,143.7,6.75,70.66,7.14,119.7,7.01,78.37,6.04,SW
117.9,7.52,116.34,5.83,59.03,5.15,109.7,5.28,61.32,4.07,SW
86.68,5.38,74.22,4.25,44.16,3.48,75.72,3.51,37.64,3.51,SW
79.43,5.64,67.09,4.2,41.77,3.11,70.96,3.26,36.92,3.34,SW
61.62,4.48,50.16,3.17,49.22,4.11,56.65,2.43,28.77,2.53,SW
62.5,4.54,51.79,3.43,33.65,2.42,55.97,2.66,31.58,2.83,SW
79.67,6.07,68.96,4.98,42.77,3.6,75.05,3.74,38.01,3.04,SW
88.61,6.33,80.23,5.29,46.74,4.0,79.92,4.21,41.2,3.71,SW
80.48,6.38,71.71,4.58,41.51,3.4,5.2,3.73,38.4,3.54,SW
81.08,6.98,72.31,5.18,42.11,4.0,5.8,4.33,39.0,4.14,SW
89.21,6.93,80.83,5.89,47.34,4.6,80.52,4.81,41.8,4.31,SW
80.27,6.67,69.56,5.58,43.37,4.2,75.65,4.34,38.61,3.64,SW
77.95,6.0,66.06,5.07,40.34,3.82,69.47,3.7,36.08,3.71,SW
185.7,9.53,151.7,8.46,55.72,6.72,184.7,7.77,90.5,4.29,SW
63.1,5.14,52.39,4.03,34.25,3.02,56.57,3.26,32.18,3.43,SW
127.33,6.48,102.83,5.94,36.82,5.19,150.3,7.08,67.57,3.36,SW
124.83,6.31,100.67,6.12,34.84,5.73,145.3,7.42,66.22,3.58,SW
135.53,6.52,109.08,6.13,38.29,5.43,157.3,7.48,72.74,3.83,SW
140.89,6.89,116.27,6.11,40.05,5.91,166.3,8.13,75.16,3.82,SW
149.49,7.28,121.78,6.51,43.63,5.69,155.3,6.91,75.95,3.66,SW
149.21,7.08,121.65,6.8,44.59,6.63,155.3,6.98,74.01,4.54,SW
172.3,8.74,142.3,8.73,52.48,6.98,180.3,9.92,82.88,5.8,SW
80.03,6.24,67.69,4.8,42.37,3.71,71.56,3.86,37.52,3.94,SW
87.28,5.98,74.82,4.85,44.76,4.08,76.32,4.11,38.24,4.11,SW
118.5,8.12,116.94,6.43,59.63,5.75,110.3,5.88,61.92,4.67,SW
145.3,10.72,144.3,7.35,71.26,7.74,120.3,7.61,78.97,6.64,SW
165.3,11.75,156.3,8.98,80.55,8.15,143.3,8.55,86.91,6.93,SW
186.3,10.13,152.3,9.06,56.32,7.32,185.3,8.37,91.1,4.89,SW
150.3,8.35,167.3,6.96,53.28,6.2,78.52,5.92,46.35,8.27,SW
62.22,5.08,50.76,3.77,49.82,4.71,57.25,3.03,29.37,3.13,SW
171.7,8.14,141.7,8.13,51.88,6.38,179.7,9.32,82.28,5.2,SW
77.35,5.4,65.46,4.47,39.74,3.22,68.87,3.1,35.48,3.11,SW
148.89,6.68,121.18,5.91,43.03,5.09,154.7,6.31,75.35,3.06,SW
100.35,6.66,108.1,6.13,37.09,3.49,55.27,3.68,28.08,5.37,SW
100.92,6.9,110.3,6.1,36.41,3.23,55.4,3.49,29.11,5.12,SW
147.3,8.74,155.3,6.2,58.71,7.17,109.27,7.93,63.7,7.0,SW
156.3,8.68,167.3,6.32,59.6,7.19,112.3,8.03,66.62,7.21,SW
127.69,7.11,131.3,5.13,49.99,5.34,88.23,6.4,53.18,5.4,SW
109.14,7.28,116.3,4.81,49.11,5.61,88.02,7.41,47.76,5.23,SW
132.3,8.57,142.3,5.98,56.25,6.75,117.44,8.2,62.01,6.32,SW
148.61,6.48,121.05,6.2,43.99,6.03,154.7,6.38,73.41,3.94,SW
270.3,14.55,310.3,11.2,86.5,10.26,126.06,9.93,79.48,10.35,SW
272.3,15.16,320.3,10.72,91.9,10.01,132.3,10.53,82.07,9.21,SW
185.3,12.77,242.3,10.1,52.69,7.8,68.31,4.96,19.74,7.51,SW
183.3,11.67,280.3,9.52,52.64,7.54,68.39,4.91,20.38,6.71,SW
179.3,11.46,222.3,8.87,47.81,6.69,65.48,4.81,19.97,6.94,SW
185.3,11.21,235.3,8.32,51.3,7.01,68.97,4.54,20.44,6.6,SW
210.3,13.33,278.3,11.04,57.17,8.33,76.96,5.5,22.84,7.46,SW
177.3,9.51,193.3,7.78,58.8,7.32,91.01,6.99,56.07,9.09,SW
175.3,10.99,228.3,8.95,47.43,6.46,64.83,4.71,18.72,3.95,SW
140.29,6.29,115.67,5.51,39.45,5.31,165.7,7.53,74.56,3.22,SW
106.32,4.77,96.09,4.63,42.26,5.1,129.89,7.24,70.59,3.65,SW
114.14,5.1,101.01,4.69,44.25,5.38,133.57,7.71,71.21,2.99,SW
108.92,5.34,98.0,4.96,45.38,6.08,128.3,7.44,65.78,4.55,SW
110.63,6.16,97.4,4.9,44.12,6.03,126.3,8.16,64.47,4.14,SW
63.92,3.72,59.3,3.05,30.46,3.22,74.96,4.68,39.56,2.27,SW
188.3,11.65,250.3,9.94,52.79,7.9,69.36,5.43,19.82,6.81,SW
71.03,3.99,65.49,3.23,32.82,3.84,80.72,4.66,44.0,2.58,SW
71.95,3.67,66.41,3.07,37.28,3.36,77.41,4.24,38.34,3.13,SW
47.81,7.53,32.79,8.56,50.59,5.3,75.5,5.25,22.81,11.03,SW
46.5,7.36,33.03,8.88,52.45,5.41,76.29,5.07,23.54,10.54,SW
41.43,7.01,31.3,8.03,49.81,4.99,72.24,4.84,22.76,9.75,SW
72.8,15.08,46.13,10.63,77.32,8.06,129.05,6.79,32.78,14.12,SW
75.35,12.85,44.35,8.92,75.61,7.06,112.9,7.52,34.61,14.39,SW
32.02,2.99,27.7,2.38,38.27,2.64,53.33,2.71,31.0,2.45,T
30.97,3.65,36.47,2.96,28.03,2.21,37.41,1.99,21.11,2.25,T
30.31,3.36,34.83,2.49,26.36,2.17,34.16,1.88,18.72,2.03,T
31.26,3.6,35.24,2.91,28.62,2.42,39.04,2.32,21.88,2.27,T
32.34,3.17,29.05,2.36,39.64,2.7,55.36,2.51,37.08,2.22,T
39.64,4.07,37.32,2.98,45.5,3.42,64.45,3.37,37.77,2.86,T
32.11,3.47,28.48,2.62,39.55,3.31,56.16,3.0,31.74,2.49,T
32.61,2.98,28.37,2.49,37.47,2.61,48.92,2.39,28.46,2.34,T
34.63,3.1,26.87,2.35,40.87,3.05,53.98,2.79,31.59,2.63,T
32.28,3.34,28.79,2.45,38.46,2.82,52.93,2.5,30.97,2.48,T
55.62,4.79,52.09,4.26,64.8,5.74,86.17,4.76,49.37,4.25,T
32.68,3.26,29.02,2.36,39.38,2.72,56.45,2.5,32.56,2.49,T
34.24,3.39,30.65,2.63,40.41,2.92,53.77,2.72,32.24,2.67,T
118.75,11.9,104.68,4.77,108.85,10.29,183.0,9.69,134.0,7.96,T
127.0,13.79,123.27,9.42,117.07,11.64,189.0,10.03,128.5,8.19,T
39.34,3.77,37.02,2.68,45.2,3.12,64.15,3.07,37.47,2.56,T
37.69,4.18,43.3,3.38,35.0,2.87,49.15,2.37,26.33,2.51,T
30.88,3.32,26.93,2.41,38.19,2.82,53.59,2.62,30.02,2.39,T
35.74,3.91,39.2,2.93,33.01,2.65,42.8,2.18,24.85,2.34,T
36.04,4.21,39.5,3.23,33.31,2.95,43.1,2.48,25.15,2.64,T
20.25,2.35,25.14,1.76,20.17,1.37,27.67,1.41,15.68,1.55,T
44.27,4.94,51.37,4.1,39.06,3.48,55.97,3.18,30.71,3.13,T
44.88,6.06,53.06,5.14,40.77,4.06,56.72,3.61,31.62,3.64,T
20.55,2.65,25.44,2.06,20.47,1.67,27.97,1.71,15.98,1.85,T
49.0,5.76,57.69,4.03,42.86,3.37,52.72,3.15,27.53,3.33,T
126.7,13.49,122.97,9.12,116.77,11.34,188.7,9.73,128.2,7.89,T
37.99,4.48,43.6,3.68,35.3,3.17,49.45,2.67,26.63,2.81,T
31.56,3.9,35.54,3.21,28.92,2.72,39.34,2.62,22.18,2.57,T
31.27,3.95,36.77,3.26,28.33,2.51,37.71,2.29,21.41,2.55,T
30.61,3.66,35.13,2.79,26.66,2.47,34.46,2.18,19.02,2.33,T
32.32,3.29,28.0,2.68,38.57,2.94,53.63,3.01,31.3,2.75,T
32.64,3.47,29.35,2.66,39.94,3.0,55.66,2.81,37.38,2.52,T
31.18,3.62,27.23,2.71,38.49,3.12,53.89,2.92,30.32,2.69,T
32.41,3.77,28.78,2.92,39.85,3.61,56.46,3.3,32.04,2.79,T
32.91,3.28,28.67,2.79,37.77,2.91,49.22,2.69,28.76,2.64,T
34.93,3.4,27.17,2.65,41.17,3.35,54.28,3.09,31.89,2.93,T
32.58,3.64,29.09,2.75,38.76,3.12,53.23,2.8,31.27,2.78,T
93.12,9.9,100.88,7.87,83.24,7.77,118.54,6.91,69.46,5.96,T
55.92,5.09,52.39,4.56,65.1,6.04,86.47,5.06,49.67,4.55,T
32.98,3.56,29.32,2.66,39.68,3.02,56.75,2.8,32.86,2.79,T
34.54,3.69,30.95,2.93,40.71,3.22,54.07,3.02,32.54,2.97,T
119.05,12.2,104.98,5.07,109.15,10.59,183.3,9.99,134.3,8.26,T
127.3,14.09,123.57,9.72,117.37,11.94,189.3,10.33,128.8,8.49,T
39.94,4.37,37.62,3.28,45.8,3.72,64.75,3.67,38.07,3.16,T
43.97,4.64,51.07,3.8,38.76,3.18,55.67,2.88,30.41,2.83,T
44.58,5.76,52.76,4.84,40.47,3.76,56.42,3.31,31.32,3.34,T
48.7,5.46,57.39,3.73,42.56,3.07,52.42,2.85,27.23,3.03,T
118.45,11.6,104.38,4.47,108.55,9.99,182.7,9.39,133.7,7.66,T
92.82,9.6,100.58,7.57,82.94,7.47,118.24,6.61,69.16,5.66,T
32.38,2.96,28.72,2.06,39.08,2.42,56.15,2.2,32.26,2.19,T
33.94,3.09,30.35,2.33,40.11,2.62,53.47,2.42,31.94,2.37,T
43.67,4.34,50.77,3.5,38.46,2.88,55.37,2.58,30.11,2.53,T
44.28,5.46,52.46,4.54,40.17,3.46,56.12,3.01,31.02,3.04,T
19.95,2.05,24.84,1.46,19.87,1.07,27.37,1.11,15.38,1.25,T
48.4,5.16,57.09,3.43,42.26,2.77,52.12,2.55,26.93,2.73,T
37.39,3.88,43.0,3.08,34.7,2.57,48.85,2.07,26.03,2.21,T
30.96,3.3,34.94,2.61,28.32,2.12,38.74,2.02,21.58,1.97,T
30.67,3.35,36.17,2.66,27.73,1.91,37.11,1.69,20.81,1.95,T
30.01,3.06,34.53,2.19,26.06,1.87,33.86,1.58,18.42,1.73,T
35.44,3.61,38.9,2.63,32.71,2.35,42.5,1.88,24.55,2.04,T
32.04,2.87,28.75,2.06,39.34,2.4,55.06,2.21,36.78,1.92,T
30.58,3.02,26.63,2.11,37.89,2.52,53.29,2.32,29.72,2.09,T
31.81,3.17,28.18,2.32,39.25,3.01,55.86,2.7,31.44,2.19,T
32.31,2.68,28.07,2.19,37.17,2.31,48.62,2.09,28.16,2.04,T
34.33,2.8,26.57,2.05,40.57,2.75,53.68,2.49,31.29,2.33,T
31.98,3.04,28.49,2.15,38.16,2.52,52.63,2.2,30.67,2.18,T
92.52,9.3,100.28,7.27,82.64,7.17,117.94,6.31,68.86,5.36,T
55.32,4.49,51.79,3.96,64.5,5.44,85.87,4.46,49.07,3.95,T
31.72,2.69,27.4,2.08,37.97,2.34,53.03,2.41,30.7,2.15,T
100.68,5.82,113.54,5.34,45.02,4.37,83.17,3.99,55.1,3.55,W
127.7,7.23,142.3,6.55,58.74,4.98,107.78,5.5,65.98,4.17,W
150.3,8.35,170.3,7.66,67.9,6.28,125.22,6.06,78.71,4.63,W
85.01,5.6,94.89,4.66,36.47,3.45,70.27,3.33,34.27,2.78,W
127.04,6.8,140.3,6.12,58.72,4.96,106.11,5.39,65.07,3.93,W
73.45,4.5,81.42,4.02,33.96,2.92,70.69,2.79,43.67,2.67,W
92.19,5.29,99.61,5.03,40.33,3.23,73.53,3.29,36.18,2.72,W
129.8,7.82,144.3,6.7,60.61,5.21,113.74,5.45,70.41,3.87,W
71.23,4.57,79.58,4.16,37.18,3.51,72.4,3.13,44.1,2.88,W
138.39,8.38,155.79,7.73,63.44,5.75,125.3,4.96,75.47,4.41,W
29.7,2.35,32.86,2.2,21.22,1.76,39.26,1.75,24.28,1.5,W
82.6,5.18,95.39,4.64,37.69,3.32,75.64,3.49,50.36,2.68,W
112.29,6.63,126.18,5.43,45.97,4.04,85.1,4.23,53.04,3.4,W
138.78,7.84,157.3,7.02,62.5,5.37,116.39,6.13,72.79,4.24,W
117.02,6.38,134.12,6.62,44.85,3.9,78.34,4.29,49.08,3.02,W
39.09,2.91,46.9,2.94,18.94,1.84,32.39,1.67,16.1,1.58,W
67.67,4.64,78.8,4.35,27.83,2.83,46.03,2.83,25.87,2.55,W
69.22,4.78,75.74,4.27,38.79,3.32,89.46,3.83,68.05,3.14,W
85.3,5.37,93.47,4.51,38.63,2.87,67.62,3.03,40.3,2.83,W
28.24,2.23,30.55,1.96,19.85,1.82,35.51,1.68,24.77,1.46,W
108.74,6.84,121.29,5.85,48.19,4.38,90.54,4.39,61.11,3.35,W
88.21,5.45,97.97,5.08,38.87,3.22,70.4,2.89,34.51,2.63,W
73.74,5.46,83.94,4.36,45.25,3.68,81.06,4.06,59.13,3.35,W
80.3,5.0,112.26,5.17,40.47,3.64,69.19,3.55,33.99,3.0,W
29.1,1.75,32.26,1.6,20.62,1.16,38.66,1.15,23.68,0.9,W
27.64,1.63,29.95,1.36,19.25,1.22,34.91,1.08,24.17,0.86,W
83.18,4.76,94.16,3.27,48.96,3.74,109.7,3.5,81.7,3.15,W
82.09,4.5,92.2,3.34,47.56,3.75,139.7,3.96,95.09,3.13,W
87.86,7.85,66.69,5.95,46.25,3.56,82.72,3.69,36.41,3.54,W
84.62,7.6,62.86,5.48,46.47,3.54,82.57,4.06,36.87,2.93,W
44.41,3.63,32.57,2.67,20.57,1.46,40.49,1.5,23.12,0.95,W
87.31,5.48,94.64,4.75,36.03,3.1,67.42,3.23,43.73,2.64,W
34.42,2.2,35.87,2.23,21.52,1.69,46.54,1.57,31.69,1.35,W
63.78,4.33,77.63,3.95,27.14,2.61,49.12,2.81,23.21,2.0,W
28.81,2.1,29.65,2.08,17.9,1.51,36.34,1.44,21.11,1.13,W
33.5,2.41,34.61,2.55,20.66,1.87,38.25,1.72,23.97,1.56,W
83.78,5.36,94.76,3.87,49.56,4.34,110.3,4.1,82.3,3.75,W
71.65,5.19,81.27,12.3,42.78,3.51,86.9,3.86,68.79,3.33,W
36.27,3.11,39.86,2.8,31.47,2.46,52.3,2.83,32.44,2.5,W
65.05,4.57,70.43,4.21,42.12,3.53,86.8,4.11,65.54,3.71,W
23.19,1.85,24.92,1.89,16.01,1.44,34.57,1.36,21.32,1.34,W
22.69,1.83,24.46,1.59,16.12,1.45,30.61,1.29,18.4,1.31,W
25.4,1.98,26.41,2.03,18.16,1.63,36.15,1.5,23.74,1.35,W
51.26,3.62,59.44,3.48,22.98,2.04,37.79,2.36,16.21,2.01,W
32.61,2.46,33.04,2.28,19.35,1.7,33.67,1.44,21.5,1.3,W
82.69,5.1,92.8,3.94,48.16,4.35,140.3,4.56,95.69,3.73,W
77.01,6.12,61.84,5.5,48.17,3.83,75.54,4.51,35.41,4.77,W
85.22,8.2,63.46,6.08,47.07,4.14,83.17,4.66,37.47,3.53,W
45.38,3.65,38.68,3.21,28.85,2.14,44.93,2.22,24.34,2.34,W
46.1,3.09,38.3,3.02,28.7,2.06,48.78,2.19,26.25,1.89,W
44.95,3.2,38.42,3.03,28.3,1.73,46.06,2.09,23.73,1.69,W
76.41,5.52,61.24,4.9,47.57,3.23,74.94,3.91,34.81,4.17,W
74.59,5.33,60.24,4.37,45.08,3.0,71.86,3.23,31.64,4.06,W
34.5,2.14,28.82,2.08,22.86,1.3,35.2,1.21,18.77,1.17,W
33.07,2.39,29.76,2.21,22.56,1.54,38.0,1.57,18.83,1.24,W
34.81,2.21,28.88,2.24,22.9,1.51,37.79,1.54,18.03,1.27,W
37.34,1.9,31.28,1.57,37.39,2.07,56.76,1.89,36.89,1.9,W
44.88,3.14,38.23,2.85,28.01,1.91,46.63,2.06,25.56,1.82,W
33.87,1.91,27.5,1.67,35.52,2.02,51.47,1.76,32.83,1.63,W
47.89,3.14,43.41,2.71,50.16,3.3,94.56,3.15,54.7,4.27,W
56.78,3.98,46.42,3.33,53.34,3.81,89.63,3.93,57.84,4.02,W
67.33,4.07,59.87,3.43,52.73,3.78,91.88,4.01,54.08,3.84,W
119.96,6.71,132.12,5.1,66.7,5.05,129.8,4.92,87.23,4.82,W
118.22,6.57,134.61,4.76,77.9,4.94,131.7,5.08,84.98,4.44,W
92.63,4.98,110.64,3.57,54.81,3.86,136.7,3.99,96.07,3.49,W
69.71,3.41,76.6,2.58,49.12,2.78,79.26,3.05,52.44,2.72,W
189.7,11.62,224.7,8.25,101.45,7.45,239.7,7.41,174.7,6.7,W
156.7,8.7,191.7,6.72,85.3,6.14,226.7,6.54,174.7,6.47,W
30.69,1.79,25.84,1.52,32.53,1.79,50.37,1.68,30.5,1.65,W
49.92,4.01,36.03,3.49,25.4,1.94,46.12,1.8,25.57,1.15,W
157.3,9.3,192.3,7.32,85.9,6.74,227.3,7.14,175.3,7.07,W
190.3,12.22,225.3,8.85,102.05,8.05,240.3,8.01,175.3,7.3,W
45.01,4.23,33.17,3.27,21.17,2.06,41.09,2.1,23.72,1.55,W
50.52,4.61,36.63,4.09,26.0,2.54,46.72,2.4,26.17,1.75,W
45.48,3.74,38.83,3.45,28.61,2.51,47.23,2.66,26.16,2.42,W
45.98,4.25,39.28,3.81,29.45,2.74,45.53,2.82,24.94,2.94,W
46.7,3.69,38.9,3.62,29.3,2.66,49.38,2.79,26.85,2.49,W
45.55,3.8,39.02,3.63,28.9,2.33,46.66,2.69,24.33,2.29,W
68.62,4.18,75.14,3.67,38.19,2.72,88.86,3.23,67.45,2.54,W
75.19,5.93,60.84,4.97,45.68,3.6,72.46,3.83,32.24,4.66,W
35.1,2.74,29.42,2.68,23.46,1.9,35.8,1.81,19.37,1.77,W
33.67,2.99,30.36,2.81,23.16,2.14,38.6,2.17,19.43,1.84,W
35.41,2.81,29.48,2.84,23.5,2.11,38.39,2.14,18.63,1.87,W
37.94,2.5,31.88,2.17,37.99,2.67,57.36,2.49,37.49,2.5,W
34.47,2.51,28.1,2.27,36.12,2.62,52.07,2.36,33.43,2.23,W
31.29,2.39,26.44,2.12,33.13,2.39,50.97,2.28,31.1,2.25,W
48.49,3.74,44.01,3.31,50.76,3.9,95.16,3.75,55.3,4.87,W
57.38,4.58,47.02,3.93,53.94,4.41,90.23,4.53,58.44,4.62,W
67.93,4.67,60.47,4.03,53.33,4.38,92.48,4.61,54.68,4.44,W
120.56,7.31,132.72,5.7,67.3,5.65,130.4,5.52,87.83,5.42,W
118.82,7.17,135.21,5.36,78.5,5.54,132.3,5.68,85.58,5.04,W
93.23,5.58,111.24,4.17,55.41,4.46,137.3,4.59,96.67,4.09,W
70.31,4.01,77.2,3.18,49.72,3.38,79.86,3.65,53.04,3.32,W
88.46,8.45,67.29,6.55,46.85,4.16,83.32,4.29,37.01,4.14,W
67.07,4.04,78.2,3.75,27.23,2.23,45.43,2.23,25.27,1.95,W
127.1,6.63,141.7,5.95,58.14,4.38,107.18,4.9,65.38,3.57,W
116.42,5.78,133.52,6.02,44.25,3.3,77.74,3.69,48.48,2.42,W
50.96,3.32,59.14,3.18,22.68,1.74,37.49,2.06,15.91,1.71,W
80.0,4.7,111.96,4.87,40.17,3.34,68.89,3.25,33.69,2.7,W
63.48,4.03,77.33,3.65,26.84,2.31,48.82,2.51,22.91,1.7,W
87.91,5.15,97.67,4.78,38.57,2.92,70.1,2.59,34.21,2.33,W
85.0,5.07,93.17,4.21,38.33,2.57,67.32,2.73,40.0,2.53,W
50.66,3.02,58.84,2.88,22.38,1.44,37.19,1.76,15.61,1.41,W
84.71,5.3,94.59,4.36,36.17,3.15,69.97,3.03,33.97,2.48,W
73.15,4.2,81.12,3.72,33.66,2.62,70.39,2.49,43.37,2.37,W
126.74,6.5,140.0,5.82,58.42,4.66,105.81,5.09,64.77,3.63,W
25.1,1.68,26.11,1.73,17.86,1.33,35.85,1.2,23.44,1.05,W
70.93,4.27,79.28,3.86,36.88,3.21,72.1,2.83,43.8,2.58,W
127.4,6.93,142.0,6.25,58.44,4.68,107.48,5.2,65.68,3.87,W
100.38,5.52,113.24,5.04,44.72,4.07,82.87,3.69,54.8,3.25,W
129.5,7.52,144.0,6.4,60.31,4.91,113.44,5.15,70.11,3.57,W
138.09,8.08,155.49,7.43,63.14,5.45,125.0,4.66,75.17,4.11,W
108.44,6.54,120.99,5.55,47.89,4.08,90.24,4.09,60.81,3.05,W
82.3,4.88,95.09,4.34,37.39,3.02,75.34,3.19,50.06,2.38,W
111.99,6.33,125.88,5.13,45.67,3.74,84.8,3.93,52.74,3.1,W
138.48,7.54,157.0,6.72,62.2,5.07,116.09,5.83,72.49,3.94,W
116.72,6.08,133.82,6.32,44.55,3.6,78.04,3.99,48.78,2.72,W
150.0,8.05,170.0,7.36,67.6,5.98,124.92,5.76,78.41,4.33,W
38.79,2.61,46.6,2.64,18.64,1.54,32.09,1.37,15.8,1.28,W
22.39,1.53,24.16,1.29,15.82,1.15,30.31,0.99,18.1,1.01,W
64.75,4.27,70.13,3.91,41.82,3.23,86.5,3.81,65.24,3.41,W
86.71,4.88,94.04,4.15,35.43,2.5,66.82,2.63,43.13,2.04,W
33.82,1.6,35.27,1.63,20.92,1.09,45.94,0.97,31.09,0.75,W
28.21,1.5,29.05,1.48,17.3,0.91,35.74,0.84,20.51,0.53,W
32.01,1.86,32.44,1.68,18.75,1.1,33.07,0.84,20.9,0.7,W
32.9,1.81,34.01,1.95,20.06,1.27,37.65,1.12,23.37,0.96,W
73.14,4.86,83.34,3.76,44.65,3.08,80.46,3.46,58.53,2.75,W
71.05,4.59,80.67,11.7,42.18,2.91,86.3,3.26,68.19,2.73,W
35.67,2.51,39.26,2.2,30.87,1.86,51.7,2.23,31.84,1.9,W
64.45,3.97,69.83,3.61,41.52,2.93,86.2,3.51,64.94,3.11,W
22.89,1.55,24.62,1.59,15.71,1.14,34.27,1.06,21.02,1.04,W
22.59,1.25,24.32,1.29,15.41,0.84,33.97,0.76,20.72,0.74,W
24.8,1.38,25.81,1.43,17.56,1.03,35.55,0.9,23.14,0.75,W
87.01,5.18,94.34,4.45,35.73,2.8,67.12,2.93,43.43,2.34,W
34.12,1.9,35.57,1.93,21.22,1.39,46.24,1.27,31.39,1.05,W
28.51,1.8,29.35,1.78,17.6,1.21,36.04,1.14,20.81,0.83,W
32.31,2.16,32.74,1.98,19.05,1.4,33.37,1.14,21.2,1.0,W
33.2,2.11,34.31,2.25,20.36,1.57,37.95,1.42,23.67,1.26,W
73.44,5.16,83.64,4.06,44.95,3.38,80.76,3.76,58.83,3.05,W
71.35,4.89,80.97,12.0,42.48,3.21,86.6,3.56,68.49,3.03,W
